name,x,y,z,time_in,time_out
hvskwepo,0.737,0.721,0.968,625,718
delbycbp,0.828,0.675,0.466,743,1287
grbxsell,0.71,0.369,0.231,29,1202
kmxyhexg,0.184,0.126,0.064,949,1967
bnevizzn,0.804,0.318,0.779,596,1326
zltigcap,0.005,0.195,0.786,939,1010
pkjjidzf,0.953,0.804,0.467,571,1319
igaxtawh,0.716,0.546,0.151,51,1749
biejptga,0.729,0.805,0.375,959,1348
vudthmot,0.338,0.476,0.712,834,1521
khiogczx,0.02,0.169,0.996,193,1500
eutrigvq,0.212,0.752,0.058,432,975
meymhukw,0.42,0.624,0.914,808,1727
qwncvqra,0.282,0.115,0.096,43,923
czrxgjll,0.802,0.839,0.732,671,1671
aovjsssy,0.812,0.181,0.893,201,477
ioicnkhd,0.363,0.575,0.832,113,1847
emchwjdt,0.694,0.415,0.723,29,1238
pccvrpte,0.774,0.581,0.515,239,987
uskcgahq,0.565,0.616,0.927,416,1378
tqvgyvoc,0.492,0.835,0.509,171,1434
hrgsmdoj,0.133,0.259,0.489,918,1208
cyjmnyea,0.624,0.876,0.145,224,1165
dqrjdbys,0.144,0.909,0.76,211,1186
eajfwfce,0.701,0.192,0.317,103,508
fmofbsts,0.895,0.945,0.375,156,1848
eeloayyx,0.629,0.627,0.417,338,1040
bpkncyty,0.142,0.73,0.862,210,382
tljuevri,0.74,0.835,0.206,573,673
qgbkmrqk,0.992,0.309,0.341,961,1105
otkstlwd,0.806,0.823,0.85,110,1297
gdpkveac,0.924,0.154,0.969,212,1336
vwkcnzkg,0.993,0.968,0.023,857,1545
twvuzrky,0.003,0.837,0.67,605,1569
funfcjfn,0.951,0.832,0.856,261,1359
wselwzrs,0.939,0.316,0.278,587,749
vshcooju,0.123,0.064,0.765,136,912
orgktdfs,0.027,0.798,0.158,125,1960
mxtvltfi,0.463,0.508,0.664,891,1302
tmixohll,0.951,0.028,0.234,951,1027
jisgmqyt,0.166,0.409,0.243,562,1486
nkoirqlw,0.168,0.681,0.135,802,1630
izmkhgys,0.596,0.297,0.487,160,391
aqnuiaun,0.602,0.221,0.022,513,860
fqxqrucj,0.622,0.833,0.72,66,1200
szsucooh,0.275,0.145,0.643,962,1115
gwyjyzmg,0.61,0.177,0.457,879,1718
kmvdwizd,0.263,0.325,0.81,493,1093
zpskbqww,0.988,0.625,0.306,398,1026
kdaatllk,0.794,0.796,0.373,779,1920
hnkuthcf,0.682,0.182,0.537,496,1544
zmxykknf,0.297,0.568,0.305,229,1101
vidhxfbq,0.758,0.642,0.984,58,1081
lduhbowd,0.538,0.365,0.579,437,1612
mbwwcoeu,0.526,0.833,0.011,336,1019
owtwxajq,0.434,0.654,0.86,546,1075
irzdqlnt,0.155,0.638,0.234,63,1773
nyuglgwi,0.423,0.527,0.421,200,909
gkshkyhk,0.457,0.953,0.017,696,814
hcahuvuq,0.118,0.796,0.573,865,1234
ehrcrvpi,0.303,0.938,0.127,782,792
gvsgoddu,0.301,0.952,0.355,210,1458
unazndwg,0.689,0.927,0.081,598,716
clrhbpls,0.188,0.326,0.81,675,909
potkgsad,0.316,0.113,0.159,17,1401
djjbmrjv,0.68,0.254,0.35,838,1512
clzrrxbx,0.784,0.147,0.861,775,1105
topjahhr,0.202,0.025,0.474,463,1598
mmzjnugl,0.811,0.277,0.33,283,1040
jgxxfcqq,0.3,0.053,0.369,816,1918
paptvyya,0.745,0.137,0.035,885,1071
atgbrgkv,0.883,0.156,0.816,252,1052
chkmxutj,0.029,0.507,0.349,53,732
snknspeq,0.532,0.854,0.266,573,1673
fbrdmjbv,0.964,0.633,0.915,696,775
tgcrjlwo,0.783,0.234,0.687,90,1878
gfkhvlwc,0.529,0.704,0.149,964,1274
mhlythhy,0.736,0.868,0.198,598,1779
adflzaxr,0.115,0.687,0.113,899,1803
hrlughux,0.537,0.083,0.875,568,803
ohicbmcq,0.191,0.567,0.273,998,1351
tyavlihs,0.302,0.136,0.448,349,450
dmgdahdu,0.876,0.55,0.97,659,1545
bqtuvxxy,0.527,0.33,0.582,516,1939
zwajmmqj,0.488,0.562,0.301,381,1102
rpvtckod,0.167,0.71,0.624,892,1607
beokhttc,0.632,0.604,0.789,855,1940
dftiysjm,0.84,0.86,0.07,679,1301
sovnmdtu,0.672,0.553,0.48,813,1393
lnugdxrc,0.642,0.822,0.919,626,1350
kojobydk,0.619,0.106,0.965,564,851
wzzdzays,0.451,0.162,0.441,419,1541
eizklivu,0.392,0.647,0.557,5,1660
mbpsvspc,0.094,0.491,0.29,617,950
ojhkcpig,0.613,0.528,0.733,56,887
vnqldhle,0.074,0.952,0.761,740,1707
fmamgygg,0.285,0.48,0.588,753,1748
rurkwvpl,0.491,0.05,0.465,611,760
epauohin,0.377,0.509,0.84,997,1042
fhjorojz,0.712,0.422,0.122,327,1118
yaazzcvy,0.085,0.756,0.018,963,1102
uoyekzgn,0.458,0.18,0.275,467,1345
lcxzuhfu,0.069,0.057,0.486,813,1399
cymhycfi,0.143,0.587,0.414,380,1673
ehxfdyqo,0.061,0.262,0.653,725,964
lpxnplrb,0.648,0.797,0.066,208,1560
iebfwbyk,0.198,0.479,0.035,196,677
pmupdefg,0.732,0.851,0.295,896,1780
sewhvrij,0.701,0.341,0.142,137,908
arypwmvg,0.396,0.615,0.747,279,1918
zyfcmsjd,0.424,0.212,0.217,704,1567
pjlsosdq,0.046,0.314,0.269,362,711
degfston,0.871,0.953,0.038,375,1832
jwzgzyhg,0.657,0.441,0.762,531,1158
clkbjddm,0.033,0.584,0.026,790,1896
fzimcjnt,0.346,0.408,0.505,496,1803
dgrduuyw,0.532,0.154,0.985,802,1876
luwbwiex,0.009,0.417,0.151,186,847
yqyoaddl,0.548,0.206,0.467,398,456
bgrqyzhc,0.923,0.497,0.637,400,1395
qtorrdpc,0.226,0.64,0.063,231,1966
wkgziyrp,0.677,0.009,0.899,602,972
jpyujwjf,0.883,0.871,0.315,324,380
dnsvqpzt,0.014,0.376,0.323,173,232
jrkgmmsr,0.523,0.917,0.135,892,919
crbvwytr,0.31,0.258,0.698,502,1616
krghfcmp,0.044,0.766,0.486,130,643
nvcgkjcl,0.844,0.407,0.686,941,1337
bnkvxyln,0.395,0.445,0.831,178,1714
xypkmcdy,0.738,0.887,0.372,227,1230
vrbmodlo,0.344,0.224,0.933,504,852
nqycvvuj,0.871,0.774,0.097,994,1618
tlcivltv,0.831,0.53,0.011,254,1752
gkawiwqd,0.879,0.108,0.826,747,1577
nsfklric,0.366,0.504,0.726,610,1456
pjcmghrg,0.206,0.594,0.295,10,1943
kzbsfcdr,0.603,0.467,0.523,309,1105
memkeowf,0.028,0.855,0.466,761,1079
qnusgufw,0.23,0.416,0.774,656,1382
lyqstxnf,0.389,0.15,0.283,842,1678
kjyobjqx,0.167,0.347,0.331,512,1798
mjehjnnp,0.077,0.916,0.128,88,317
jjabpwlm,0.087,0.807,0.163,407,1290
bjqswbcw,0.425,0.877,0.555,594,1079
guvszlhz,0.301,0.965,0.829,315,630
mpolizzx,0.813,0.496,0.117,989,1022
dehwfiho,0.833,0.443,0.534,616,1488
pprubxkk,0.525,0.68,0.707,169,1276
thtbphch,0.001,0.18,0.188,17,944
cricdojf,0.875,0.337,0.147,225,1897
cnwcffvl,0.298,0.315,0.027,141,1246
czcborlb,0.244,0.865,0.84,875,1973
ssujbqvl,0.787,0.558,0.23,980,1064
zowptwtn,0.524,0.866,0.36,504,1292
qkklwvyu,0.741,0.218,0.674,849,1994
xvgtlnuo,0.415,0.773,0.135,687,1683
rwxjiiny,0.008,0.077,0.974,516,1787
cjccglyz,0.969,0.259,0.777,682,1915
vgcsymmw,0.5,0.842,0.357,781,1646
jqbdxhke,0.66,0.57,0.701,247,1347
ufddzgtz,0.157,0.453,0.017,957,1642
kdcjtswh,0.146,0.794,0.384,817,1485
cndqhfnf,0.835,0.923,0.12,717,1055
hraxowuv,0.162,0.221,0.274,698,1103
tluietht,0.783,0.241,0.946,592,1929
zvjvkfco,0.022,0.286,0.276,78,1545
mtubirax,0.888,0.258,0.8,943,1921
gupnotsr,0.295,0.656,0.657,881,1818
tlowybyz,0.401,0.635,0.136,706,1710
mdqzvnsk,0.044,0.238,0.128,982,1921
nkoqovkf,0.985,0.22,0.944,242,596
khiblnjc,0.195,0.641,0.282,464,924
wspkmwfl,0.61,0.341,0.294,909,1177
govwzlmj,0.681,0.003,0.528,889,1778
znkrsflf,0.39,0.149,0.916,404,970
vapbqcld,0.648,0.621,0.134,467,508
dbmytblq,0.966,0.958,0.18,602,805
waythzlt,0.388,0.715,0.227,578,1163
cqlzkovv,0.273,0.878,0.904,386,1472
rxatgtjj,0.952,0.784,0.302,216,1712
jfqoxlfn,0.298,0.257,0.976,930,1297
vhlxiyga,0.53,0.893,0.742,693,1792
ahlmytgp,0.889,0.181,0.676,479,771
lzqenogi,0.258,0.282,0.32,434,1972
yplefnmu,0.767,0.084,0.088,253,1679
bkurrblf,0.891,0.436,0.161,362,1344
mowiimjk,0.647,0.004,0.428,37,1888
dqlepvma,0.667,0.961,0.756,410,1025
htplpfvq,0.191,0.701,0.036,457,1412
hoxpxved,0.431,0.488,0.329,550,1227
hfjfuwil,0.773,0.475,0.076,875,906
myxjeydh,0.864,0.647,0.732,473,1729
nxnjxerg,0.567,0.301,0.436,935,1555
jckqadjj,0.713,0.175,0.597,924,1576
fiurftpo,0.509,0.051,0.432,854,1402
isayjqme,0.135,0.992,0.334,486,956
dxitpbin,0.139,0.697,0.01,358,1534
kmcgexys,0.991,0.079,0.658,240,581
pkgsiumg,0.162,0.108,0.195,374,780
xxlyyadn,0.149,0.611,0.736,239,1665
hctkfvka,0.132,0.32,0.666,411,1079
duexticz,0.345,0.525,0.79,246,1657
uxqywklp,0.567,0.25,0.969,64,342
jycznlcf,0.886,0.442,0.206,203,1704
amgynfph,0.882,0.587,0.531,348,1874
awfanlun,0.096,0.895,0.065,615,686
bwpmjhph,0.737,0.85,0.513,333,942
dvokzeja,0.435,0.923,0.531,929,1312
pnabaaep,0.731,0.674,0.554,459,1062
aaxajkrc,0.991,0.929,0.055,972,1605
pzrqpwfb,0.002,0.023,0.317,76,1907
gvnlugez,0.548,0.886,0.503,639,1001
vadbzwab,0.189,0.46,0.833,669,803
zoiwjayp,0.354,0.272,0.308,2,1048
mvpbcjsa,0.344,0.346,0.668,111,1419
wtbvpmxj,0.487,0.072,0.892,527,863
okdiucph,0.148,0.893,0.176,83,1534
wkacjuld,0.949,0.133,0.616,883,1790
ohyahnin,0.829,0.367,0.535,592,1469
ugkegnln,0.661,0.145,0.736,933,1882
ycxmuyxl,0.188,0.546,0.598,400,453
sjotrtwl,0.999,0.661,0.081,598,1734
sncelbfs,0.816,0.235,0.645,895,1271
gkovvymm,0.308,0.407,0.44,647,1270
symiabna,0.965,0.482,0.295,628,768
wyoffshq,0.337,0.342,0.924,49,510
xcedkzwq,0.277,0.217,0.155,623,989
ysznusun,0.471,0.887,0.723,5,434
jqfezsvf,0.636,0.101,0.336,37,887
dostrwno,0.489,0.391,0.98,259,726
pgpjeide,0.413,0.324,0.817,660,1544
jdmuhqcw,0.141,0.592,0.227,973,1473
bsqrtxsf,0.045,0.116,0.083,156,1502
kmrzocrk,0.996,0.351,0.995,654,1758
tnwxembt,0.418,0.609,0.09,335,942
xdvjjbmd,0.968,0.918,0.667,546,1561
zrbjwfhn,0.915,0.106,0.552,714,1275
jrskgwvg,0.51,0.458,0.727,896,1693
czfusfif,0.4,0.785,0.4,451,1132
qcvmbalb,0.263,0.616,0.19,8,1525
bgwquxvj,0.149,0.857,0.582,409,1805
qnfzmxoa,0.721,0.782,0.835,772,1932
jonuxyyf,0.85,0.002,0.437,472,1587
tchajjng,0.516,0.513,0.111,643,1517
yxfmcnqo,0.958,0.297,0.509,314,1683
toofykot,0.373,0.065,0.108,39,474
ccdrgxxz,0.564,0.211,0.678,305,457
sxeldutw,0.856,0.018,0.795,39,940
ivnrbdlu,0.843,0.464,0.747,586,1774
giigrnuo,0.673,0.216,0.629,340,1276
grwdjahg,0.903,0.475,0.519,620,943
vdoznksr,0.442,0.487,0.592,690,1080
iavonfwo,0.918,0.195,0.866,496,636
ooaovram,0.969,0.896,0.577,852,1926
eszikaxv,0.574,0.327,0.464,768,1543
nvinlmdq,0.153,0.521,0.843,724,1336
ymdqwzuo,0.063,0.812,0.237,576,709
vkeshsaf,0.064,0.545,0.014,331,1520
dksuqmtv,0.584,0.793,0.488,675,1092
jrgcbeil,0.021,0.145,0.749,957,1899
icuwnfbx,0.059,0.408,0.766,424,1359
bgiotrbc,0.937,0.419,0.456,852,1121
vlrjvxxc,0.398,0.27,0.098,792,1763
zhfbqcbv,0.88,0.422,0.531,967,1102
uvbjydmr,0.078,0.802,0.811,809,1017
qmbhaalx,0.416,0.658,0.296,449,1825
vqawvufs,0.355,0.073,0.078,740,1194
txhvnfna,0.882,0.387,0.086,352,448
qxbwjizj,0.238,0.909,0.641,855,883
edtuikgu,0.94,0.773,0.961,642,1485
othwpfmr,0.852,0.037,0.574,799,1067
bgtrvphz,0.738,0.65,0.467,584,1745
xnkaupyc,0.527,0.397,0.375,813,1611
ywdifiih,0.47,0.8,0.54,583,1432
qsryglcw,0.682,0.648,0.686,67,1414
ruowijbg,0.175,0.783,0.139,671,1413
zfvecvwr,0.461,0.347,0.295,1,1249
fcckwxim,0.415,0.295,0.043,976,1574
kurwwvfr,0.626,0.779,0.872,83,1161
rzuklbjd,0.397,0.703,0.636,580,1871
xpmiefpr,0.09,0.712,0.647,346,716
xlfsjbyk,0.807,0.41,0.917,652,1459
xkommqef,0.13,0.872,0.813,577,944
bhpvxckt,0.266,0.958,0.319,50,161
kvonomof,0.342,0.138,0.518,911,1786
wmvbfeem,0.4,0.177,0.217,882,1909
srphghcr,0.559,0.941,0.757,872,1250
wtykydjf,0.929,0.184,0.199,115,284
peidmanh,0.403,0.886,0.536,592,1493
djazvlhk,0.011,0.563,0.02,670,1441
gstskplr,0.721,0.548,0.502,272,1482
xmbsrsxf,0.135,0.132,0.638,262,1228
znuolswz,0.083,0.405,0.43,807,885
ehoeieeh,0.22,0.799,0.789,230,668
klvhthhs,0.979,0.209,0.42,320,838
cwnllbcj,0.82,0.729,0.076,436,965
vfkojvkc,0.575,0.163,0.573,592,1512
gzolzpsb,0.643,0.849,0.011,697,1984
scpdnxaa,0.833,0.84,0.14,684,840
hfblpuiz,0.747,0.942,0.243,710,1432
rjtkkmfi,0.78,0.11,0.066,8,1386
xoxhksjy,0.435,0.363,0.179,411,469
jjvftnuc,0.062,0.245,0.448,774,825
ydamgwll,0.271,0.75,0.261,45,229
vuauqecv,0.068,0.449,0.064,389,900
htdlyule,0.973,0.785,0.546,408,1815
aborauij,0.23,0.789,0.677,261,1311
hzjqccnj,0.07,0.496,0.651,251,717
oakqrbcl,0.985,0.373,0.293,321,803
obkfwjzi,0.855,0.366,0.773,279,538
zmuygeiw,0.464,0.599,0.544,152,1771
eckuadsl,0.201,0.026,0.605,383,1764
nrzrhpkb,0.822,0.893,0.978,489,711
vmoqngbb,0.235,0.11,0.855,579,661
tduweblz,0.392,0.279,0.378,735,1045
ibknvtuk,0.556,0.328,0.004,254,1484
yidcefmo,0.883,0.179,0.857,729,1622
jzleqooo,0.336,0.081,0.094,589,1797
omvuasmg,0.19,0.828,0.292,914,1881
cholxifi,0.266,0.746,0.118,726,1461
vdmwcajd,0.281,0.505,0.188,621,939
prwdcmbg,0.731,0.871,0.434,129,1310
cpyxqnag,0.6,0.153,0.518,702,1511
fwumgcky,0.285,0.264,0.269,529,612
ududpnsi,0.459,0.029,0.894,957,1078
gpgmptzg,0.85,0.413,0.617,982,1019
mtmociym,0.819,0.329,0.328,601,1653
mxnixifz,0.149,0.658,0.83,896,1232
tvyxkaas,0.994,0.466,0.385,385,391
qyxldfvr,0.597,0.313,0.408,344,1606
yykjxjrp,0.571,0.65,0.724,90,246
izrmbwio,0.083,0.262,0.371,658,1709
pwycuwis,0.282,0.824,0.72,843,944
gwzamgwm,0.092,0.019,0.562,228,649
squvlyqq,0.545,0.078,0.901,291,937
ninwhahf,0.061,0.136,0.687,150,463
wntxosgv,0.792,0.853,0.446,222,854
gniodtza,0.748,0.375,0.453,282,343
htyvxnub,0.85,0.225,0.275,168,1600
bujyalwr,0.447,0.504,0.502,98,764
ehqplkgf,0.159,0.863,0.162,677,753
nvxxkvvy,0.468,0.252,0.734,599,1398
ymzntpnm,0.221,0.789,0.472,883,911
orsuhcnq,0.796,0.501,0.799,882,1240
wlwxkbrs,0.562,0.609,0.163,733,1762
yetypmyh,0.068,0.169,0.497,520,1375
trywatow,0.697,0.725,0.094,365,1533
uydecatp,0.895,0.391,0.184,417,539
crlqrnrb,0.224,0.849,0.715,186,1765
csbowggb,0.819,0.429,0.325,229,1906
ifermucu,0.15,0.749,0.342,552,1747
dvdzfdbd,0.833,0.212,0.25,303,1960
nmdkrpmv,0.172,0.899,0.31,111,478
hhbsombv,0.05,0.396,0.04,541,1498
xxbdkqcn,0.525,0.288,0.495,791,1125
xksqehiw,0.311,0.727,0.272,942,1795
tqlsidch,0.939,0.457,0.724,858,964
zhuxasjp,0.777,0.741,0.053,491,653
cpknrtkl,0.135,0.79,0.249,278,620
hswlfxez,0.046,0.64,0.201,636,1515
hbqqzrik,0.494,0.592,0.252,822,1103
olurydue,0.066,0.219,0.312,609,1839
yhggbdcv,0.048,0.989,0.631,564,1140
uspfchug,0.217,0.768,0.709,529,1195
gztsaxnk,0.19,0.222,0.282,879,888
gckeeekr,0.83,0.747,0.499,447,1841
xbsorlfm,0.278,0.158,0.758,867,1866
syybalba,0.112,0.512,0.233,718,735
kmcsejbg,0.324,0.789,0.48,904,1176
cnisluwq,0.508,0.935,0.818,848,976
ccagzykq,0.859,0.756,0.93,102,1886
fjsmnczk,0.704,0.573,0.485,853,1251
rdstgwig,0.943,0.494,0.167,502,1526
hodqqduz,0.654,0.472,0.841,564,1520
txongitm,0.092,0.317,0.832,439,1038
zhihkgvt,0.026,0.298,0.714,490,1850
tfsdkysj,0.963,0.442,0.888,80,474
eckilbrh,0.613,0.47,0.618,940,1178
kexpydrw,0.639,0.809,0.223,81,101
gxyzytub,0.057,0.125,0.767,781,1092
mggrgiys,0.876,0.199,0.864,484,1083
vsuoynqw,0.748,0.926,0.922,19,218
fkypifoa,0.349,0.258,0.568,665,1553
qgkmivrc,0.549,0.875,0.176,604,1396
jpbebxjj,0.994,0.161,0.187,790,850
ezdzkbrg,0.893,0.068,0.874,69,1484
fvzsqgrx,0.002,0.713,0.484,805,887
njefghnq,0.154,0.669,0.162,110,1682
mxjnmjaf,0.447,0.937,0.676,452,1439
geotdqnw,0.197,0.988,0.726,858,1942
lhewkzjo,0.178,0.303,0.564,284,793
usqlgujt,0.716,0.012,0.009,413,834
gihplwkw,0.747,0.346,0.599,991,1998
tswoolsn,0.238,0.517,0.734,987,1258
uigwpuio,0.682,0.947,0.736,425,1956
mwujatvw,0.541,0.95,0.969,377,822
tnenaceh,0.635,0.456,0.943,253,1025
tmzdrktr,0.135,0.904,0.634,663,1793
vehwcgfh,0.806,0.752,0.475,726,1098
waywensi,0.938,0.219,0.498,878,991
msoxpcqk,0.884,0.088,0.089,435,1671
kxyjnqny,0.086,0.34,0.306,362,456
ljewueqs,0.392,0.743,0.875,589,1643
cmkwrowu,0.154,0.108,0.503,763,898
qzvoagbn,0.797,0.842,0.754,806,1030
vutfpbro,0.16,0.165,0.507,368,848
emednoki,0.225,0.728,0.573,390,400
ssapwmve,0.303,0.804,0.705,875,1573
eftvtvjt,0.997,0.269,0.492,195,951
jkvkkurd,0.265,0.529,0.491,657,1786
tfemzrqs,0.387,0.907,0.794,301,1312
ckrxpjyf,0.037,0.049,0.121,134,1998
gsdhzsts,0.208,0.458,0.741,104,677
yotvwauz,0.288,0.987,0.267,855,1547
oyccrwrt,0.598,0.503,0.373,444,1651
hmuytfst,0.615,0.871,0.792,612,1740
ggsqixup,0.431,0.381,0.766,13,1054
qotxanwt,0.571,0.883,0.266,333,1531
ydppvipm,0.217,0.585,0.154,930,1856
djxplmhd,0.151,0.462,0.947,713,874
bcjgulli,0.083,0.665,0.542,786,1573
magytubd,0.802,0.72,0.758,973,1136
afpiboma,0.334,0.531,0.311,909,1930
unepxwvw,0.258,0.848,0.27,10,1914
jdapnywe,0.152,0.335,0.816,31,950
ljiwtbnb,0.456,0.682,0.311,502,777
tehafbcu,0.026,0.037,0.656,96,1838
kdurehun,0.133,0.898,0.73,935,1288
spxvuyfz,0.343,0.368,0.89,95,714
purcgglw,0.902,0.889,0.501,127,1701
fftuhtev,0.062,0.787,0.402,720,1370
ofzgqqvg,0.444,0.836,0.907,321,919
eftviqpb,0.114,0.344,0.054,509,1844
usguggmn,0.007,0.611,0.763,517,1898
apiwjfat,0.416,0.918,0.949,43,833
mgvfamfx,0.999,0.678,0.134,411,687
ezngmjvk,0.54,0.299,0.39,212,1984
jxkoxldg,0.131,0.611,0.81,789,971
cwkzcphg,0.074,0.969,0.304,43,1058
snbwpwiv,0.034,0.728,0.883,802,813
pkkikgjh,0.36,0.212,0.508,518,687
vzyvpicc,0.568,0.309,0.255,268,1419
uzxiokxi,0.88,0.49,0.298,740,1949
fxsoblpp,0.17,0.944,0.511,246,1950
hacxltnq,0.288,0.34,0.512,882,1647
lnguqrcw,0.544,0.045,0.577,853,1293
tojubapj,0.38,0.744,0.606,398,588
giszcyld,0.198,0.832,0.568,910,1527
nywlgalu,0.599,0.166,0.366,749,1997
lmeqjbjw,0.483,0.194,0.382,50,96
tjyrxkmo,0.229,0.304,0.924,119,554
fmgyeyqg,0.606,0.601,0.735,913,1091
sqntozer,0.241,0.872,0.349,147,259
lgbfphlm,0.239,0.054,0.247,854,1905
zckmlzih,0.703,0.037,0.576,736,829
ocvabenn,0.777,0.934,0.161,273,513
qwbstvqx,0.356,0.264,0.95,920,1071
vqhhwrjd,0.291,0.925,0.014,189,1458
eymwuemr,0.512,0.969,0.218,429,558
czetytef,0.853,0.447,0.103,9,1011
kmhmbyru,0.977,0.654,0.25,458,1152
mrlblsgo,0.422,0.764,0.21,309,822
riodgdve,0.113,0.426,0.298,679,1525
kgyenqjp,0.355,0.836,0.714,776,1628
jnrqovmj,0.012,0.129,0.942,937,1440
xaaxbriw,0.824,0.977,0.383,157,456
eqdbxleb,0.794,0.342,0.283,861,1622
hmdprxby,0.609,0.177,0.189,97,1515
vrmmlqgg,0.083,0.63,0.664,509,1417
sfstargy,0.075,0.388,0.583,519,1519
xherbgxp,0.522,0.262,0.644,158,1665
cedvlfjs,0.578,0.439,0.179,952,1642
ihcmmurs,0.094,0.165,0.668,972,1384
kedwoizd,0.664,0.264,0.521,281,353
sbqzcmfb,0.362,0.89,0.982,213,545
spzbqiji,0.818,0.498,0.182,412,1643
isjfpdty,0.479,0.611,0.471,768,1178
kfubdphj,0.436,0.813,0.828,973,1490
ewhcvfxe,0.353,0.618,0.168,419,1459
wcyiibah,0.233,0.934,0.803,5,1582
zxxbingz,0.978,0.425,0.381,636,800
tuyzyvai,0.873,0.975,0.679,951,1754
opwcqonp,0.079,0.121,0.216,571,1222
qpurzbec,0.942,0.188,0.803,818,1634
eqnlfwwq,0.414,0.109,0.581,52,798
okrqymrv,0.827,0.46,0.413,989,1386
wtixnnwb,0.546,0.444,0.418,63,834
ncmpxzah,0.605,0.046,0.968,151,1810
uqekthyl,0.998,0.401,0.797,841,984
bnvfykns,0.274,0.615,0.036,627,1525
jmygkjqd,0.823,0.595,0.154,331,1530
vjazndxt,0.433,0.459,0.631,714,1846
jwtxhgxh,0.067,0.467,0.808,488,639
rsgouqdi,0.509,0.062,0.939,215,543
ntgoosgw,0.941,0.486,0.736,771,1354
tyijxrsd,0.397,0.253,0.532,941,1938
uvnyowjf,0.742,0.694,0.158,450,1208
jdtannkx,0.164,0.374,0.611,691,1169
ykyyjrbv,0.207,0.905,0.447,108,361
jspspqnf,0.672,0.421,0.647,355,1823
mszootnr,0.616,0.594,0.989,837,1677
mmiwvajl,0.031,0.513,0.279,176,956
vetdhlgo,0.189,0.271,0.04,70,1348
znpzzzfz,0.556,0.476,0.306,481,1619
tqmfatxw,0.693,0.125,0.602,173,1019
xhbguvbg,0.355,0.234,0.064,422,1455
qfsfotnb,0.853,0.0,0.92,466,476
ajcyidua,0.267,0.126,0.701,259,1843
lubdlwzc,0.253,0.779,0.52,525,1229
izqpkhcw,0.626,0.41,0.032,755,1864
aglbwfol,0.45,0.163,0.077,965,1652
mnyqpvpk,0.297,0.232,0.184,189,1087
fbnlxkeq,0.994,0.614,0.574,528,598
malowfos,0.898,0.111,0.937,141,1829
ryitdfba,0.644,0.59,0.589,395,1792
uplgderm,0.47,0.898,0.346,470,872
wzdjvwlj,0.085,0.38,0.241,249,590
xrsonxhm,0.491,0.349,0.207,128,428
vzohrtcm,0.913,0.443,0.095,209,1812
aafdlkeq,0.644,0.997,0.654,661,1999
nczwvonn,0.445,0.342,0.796,472,990
mcdrasqf,0.704,0.845,0.845,59,249
zhmhqpnm,0.927,0.312,0.454,211,351
ihozmjlg,0.377,0.289,0.117,634,1059
giihebur,0.505,0.251,0.592,581,1521
fwkhsloc,0.14,0.557,0.448,819,1658
yctdejna,0.495,0.23,0.329,702,1860
ldmlkrxt,0.876,0.002,0.907,226,1472
hbqtgteq,0.938,0.553,0.976,488,490
bpzgmpbn,0.213,0.405,0.414,565,932
krytlllv,0.283,0.762,0.354,276,1035
kruxlcbr,0.287,0.261,0.074,247,1376
ienfljrb,0.034,0.62,0.814,349,1093
kjipuoeu,0.258,0.594,0.782,257,354
agxbtxyr,0.95,0.387,0.663,848,1881
xytyqemy,0.502,0.144,0.635,314,1368
tylzeomb,0.522,0.022,0.946,670,817
zonviesh,0.484,0.799,0.687,993,1697
xuevhfbf,0.945,0.677,0.912,303,1430
jvhwuooi,0.934,0.364,0.231,569,1139
kbvimpey,0.556,0.312,0.527,639,1876
rzpyojih,0.678,0.177,0.224,93,1623
rvfrqgiy,0.248,0.788,0.728,492,518
jxmcuzgt,0.295,0.454,0.389,632,1930
fxhvzuqn,0.754,0.903,0.11,808,1695
vokeglou,0.486,0.291,0.65,271,1512
hgyqcgzb,0.361,0.56,0.582,544,1920
gxyofwar,0.792,0.924,0.994,544,1541
ybfwpcfs,0.481,0.791,0.638,309,993
qiomglod,0.731,0.583,0.289,639,859
bkzvotky,0.256,0.978,0.654,47,524
ekjizuca,0.117,0.23,0.952,221,1894
qtcmbogk,0.484,0.823,0.929,681,1473
vupmmljk,0.951,0.155,0.621,319,1395
mceynbyc,0.039,0.772,0.038,380,1566
thvfccwm,0.579,0.856,0.538,921,1508
fifhyjlb,0.818,0.248,0.553,535,976
fjqvujix,0.255,0.785,0.099,259,447
jjmbcfmh,0.373,0.623,0.913,702,1885
ksykxzff,0.246,0.219,0.825,167,884
lorhehwh,0.3,0.776,0.211,928,1438
aojmvjyi,0.042,0.34,0.786,745,1966
sivulvza,0.312,0.316,0.026,268,330
suuakqun,0.636,0.698,0.062,768,1084
rapivrzx,0.06,0.828,0.5,440,836
ideozfcg,0.234,0.446,0.046,449,623
rewftkso,0.398,0.003,0.195,474,1413
lfhdyedo,0.999,0.269,0.115,662,951
hgewzgdk,0.964,0.572,0.328,185,1041
zqmxqgbh,0.184,0.252,0.234,53,1091
eheilovy,0.635,0.439,0.245,316,329
lypuoaod,0.101,0.12,0.597,289,915
hxldmgpq,0.559,0.647,0.451,88,1502
esnzzark,0.832,0.664,0.225,216,1138
jzwcjxai,0.2,0.874,0.134,192,349
rvjffqnw,0.093,0.109,0.119,108,262
dekbhmnh,0.945,0.839,0.225,819,1683
brjstgiu,0.953,0.509,0.096,885,1534
huqwrhuz,0.377,0.151,0.957,767,1889
